"","comicName","comicSummary","comicGrade"
"2133","뉴클리어맨","본격 한국 히어로","9.64  "
"2134","나는엄마다","고등학생의 나이에 엄마가된 소녀!!","9.83  "
"2135","25세 요술공주","시공초월판타지","9.76  "
"2136","어느 베개의 이야기","베개. 그 주변 사람들의 삶에 관하여.","9.78  "
"2137","샌프란시스코 화랑관","미국 정통 한국 태권도","9.83  "
"2138","블랙시저스","★★★★★","9.81  "
"2139","신의 언어","신의 언어","9.85  "
"2140","콜링 (The Calling)","공지를 확인해주세요^^","9.85  "
"2141","마피아 게임","마피아물.","9.85  "
"2142","도복리 파이터","환상의 고무술 화랑무와 종합격투기가 싸운다면? 지금 여기 사상최강의 격투기 만화가 시작된다~!!!","9.58  "
"2143","다크로드인","어둠왕이 부활했다.","9.86  "
"2144","초시공아기 요핸슨!!","기상천외! 명랑귀요미 대행진!!","9.61  "
"2145","1 Push H","그 마을의 비밀","9.86  "
"2146","달달한 러브파이","과일파이랑꼬마","9.86  "
"2147","베어","악의 시대","9.79  "
"2148","안녕！후식맨","지구종말판타지","9.83  "
"2149","조선의함대","가상의 역사만화","9.56  "
"2150","딸기랑 나랑","강아지와 동거하는 독신녀의 유쾌한 일상","9.86  "
"2151","외모윤리",".","9.86  "
"2152","달세즈","다음웹툰 목요일 연재","9.86  "
"2153","꿈속의 하늘","월요일 격주 업데이트","9.86  "
"2154","인섹터","모던 판타지 액션 만화입니다.","9.59  "
"2155","샌드스톰","자유연재","9.76  "
"2156","에렌티","중세판타지","9.71  "
"2157","너에게는 그저그런","옆반 1,2등 얘기들음?ㅋ","9.86  "
"2158","루비노(Rubino)","다른차원 판타지","9.71  "
"2159","신데렐라를 찾습니다 2","초콜릿악마&모몬","9.75  "
"2160","잿빛악마","작가가 공군가버렷!","9.85  "
"2161","량 -무인정사-","팩션판타지","9.29  "
"2162","미쓰토바","백수에서 직장인으로 미쓰토바의 하루일상이야기!두구두구둥!ㅎ 뭐래~","9.78  "
"2163","메모리시티-일주일해결사들","기억공존도시판타지","9.79  "
"2164","12 (TWELVE)","세상이 감추고 있는 비밀!! 그리고 세계를 지배하는... 어둠의 시작...","9.64  "
"2165","브로큰","내가 믿어왔던 모든 것이 부서진다.","9.83  "
"2166","달자 다이어리","중학생 달자의 일상이야기","9.03  "
"2167","여고생 변신하는 만화","반도의 흔한 여고생","9.86  "
"2168","호레","판타지, 액션","9.85  "
"2169","요신","액션 판타지 입니다.","9.85  "
"2170","낼름씨의 사랑하며 배워가며","초보 유부남의 삶 이야기","9.57  "
"2171","더 게이머","게임 캐릭터가 되어 버렸다!","9.85  "
"2172","몽중저택","잠이 들 때마다 계속되는 섬뜩한 악몽..","9.85  "
"2173","고야의 일상판타지","고야의 일상판타지","9.80  "
"2174","병맛극장","가슴이 따뜻해지는 한잔의 병맛같은 이야기들..","9.75  "
"2175","괜찮아yo","안괜찮은데 괜찮은척 살아가는 이야기.","9.77  "
"2176","렘브란트 블러드","돌연변이의 '제안'","8.70  "
"2177","나는 고양이와 살고 있다","필냉이의 고양이 일기","9.85  "
"2178","하늘아래 우체부","날개를 다친 제비우체부 카르테로와 꿀벌소녀인 아벨리의 우편배달모험.","9.86  "
"2179","밥주세요~","너는벌써먹고있다","9.80  "
"2180","이상한 나라의 블레인","현실 롤플레잉","9.84  "
"2181","아이엠 슈퍼밴딧","포스트 아폴칼립스에서 살아남아야하는 한 소년의 이야기","9.62  "
"2182","메리와 도날드","로맨틱 코미디","9.82  "
"2183","HolloW","Witch vs Vampire","9.86  "
"2184","황태자의 하루","영국왕자가 실종됐다","9.84  "
"2185","그녀는 무사다","명랑 x 불개미","9.46  "
"2186","어나더 월드","그들의 이야기","9.85  "
"2187","천지해","어린 황룡이 바꿔가는 이야기","9.86  "
"2188","수상한 상담소","버림받은 녀석들의 유쾌한 반란!","9.31  "
"2189","뮤지션","연습생들의 연애","9.80  "
"2190","곰돌이와 길냥이","일상의 공감되는 이야기","9.79  "
"2191","히 러브즈 미","그는 나를 사랑하게....될까?","9.52  "
"2192","남자들의 수다","남자들도 여자들만큼 수다떤다!","9.71  "
"2193","신의 일요일","신의 능력을 가진 초능력자들의 이야기","9.77  "
"2194","일리티이아의 심장","‘권력층에게 자유를 빼앗긴 채 인생을 살아온 자’인 마샤와 ‘국가를 위해 희생하였지만 권력층의 이득을 빌미로 부당하게 추방당한 자’인 아리스의 모험 판타지 순정.","9.80  "
"2195","아이들은 즐겁다","아이들은 즐겁다","9.86  "
"2196","땅 끝에서","땅 끝에서 살아가는 아이들.","9.85  "
"2197","천하무적 칠남매","남다른 칠남매의 좌충우돌 가족사랑? 이야기","9.77  "
"2198","불새","난 지독한 악몽을 꾸고 있을 뿐이다.","9.62  "
"2199","포츈쿠키","지름신 강림!!","9.80  "
"2200","연애혁명","개그로맨스","9.87  "
"2201","죽고 못사는 남매","남매의 일상생활만화","9.80  "
"2202","비 그리고...[리뉴얼]","비와 첫사랑에 대한 이야기","9.68  "
"2203","이만오천원이야기","이만원과오천원이야기","9.85  "
"2204","어둠이 스러지는 꽃","조그만 노인, 칼을 든 아들, 그리고 어둠","9.86  "
"2205","Dead to the world","특이기면증","9.85  "
"2206","우리는 우연히 그리고","우리는 우연히 만나고 그 시절을 그린다.","9.85  "
"2207","소년, 남자의 이름으로","소년들이 사랑을 알아가는 이야기","9.83  "
"2208","김강우이야기","강우의 프랑스 생활기","9.78  "
"2209","산타시스템","복합 다양한 산타들의 이야기","9.39  "
"2210","겨울성의 백작","어두운척하는개그판타지","9.86  "
"2211","왕성고의 흔한 사건","왠지 미묘한 사건이 자주 일어나는 사립 왕성고등학교. 그러한 사건들을 곧잘 해결하는 묘한 학생들이 또 그 곳에 있다.","9.78  "
"2212","세 개의 달","판타지 로맨스","9.55  "
"2213","데이드림","추억을 기억으로","9.84  "
"2214","아프리카의 대장","아프리카 킬러 한국에서 영웅되다.","9.45  "
"2215","조선협객유랑기","조선협객유랑기","9.78  "
"2216","파블(fable)","저주,축복 판타지","9.86  "
"2217","달댕이는 10년차","만난지 10년차 달수와 댕시. 사랑과 의리의 이야기","9.80  "
"2218","법칙과 순서의 세계","순서와법칙의 세계에서 살아남는 내용","9.68  "
"2219","Circle","있을법한 여고 이야기","9.86  "
"2220","내맴툰","내 마음대로 내맴툰","8.96  "
"2221","콩담콩담","도란도란소란소란","9.61  "
"2222","김강사 이야기","시간강사 김강사 오빠가 들려주는 시사이야기","9.80  "
"2223","커서","스릴러 느와르","9.73  "
"2224","블로섬 데이즈","초보 선생님과 초보 사회인이될 제자가 같이 성장하는 이야기","9.80  "
"2225","달이 내린 산기슭",".","9.78  "
"2226","마들레느가 9번지","마들레느가 9번지에선 어떤 향기가 날까?","9.72  "
"2227","버츄얼 패밀리","가족 시트콤","9.85  "
"2228","엄마왜","엄마,왜?","9.62  "
"2229","별을 건너는 방법","이세계 차원 이동물","9.86  "
"2230","로맨틱 마블링","로맨스 코미디","9.54  "
"2231","비아이 단편집 알콩달콩","알콩달콩 사랑 이야기","9.84  "
"2232","너의 HEART를 나에게 줄래?","학원물 로맨스","9.85  "
"2233","마니콩","우리들의 일상 생활속 고수가 나타났다!","9.62  "
"2234","하루","고맙다. 고맙다. 참말로, 고맙다..._엄한소리","9.67  "
"2235","신기록","각종 신들에 대한 이야기","9.86  "
"2236","즐거운 생활","웃음의 미학","8.68  "
"2237","사사롭지만 좋은 날","사사로운 이야기","9.86  "
"2238","인간사이에악마","인악","9.88  "
"2239","커튼콜 아래그랑","판타지","9.83  "
"2240","NEIGHBORHOOD",".","9.59  "
"2241","달리자, 호주!","본격호주워킹만화","9.78  "
"2242","[좀비]이게무슨일?","스릴러 판타지","9.44  "
"2243","어제 오늘 그리고 내일","과거, 현재, 미래에 대한 이야기","9.86  "
"2244","카프그라 증후군","SF단편","9.80  "
"2245","바보들의 정원","사랑한다 말할걸","9.78  "
"2246","Punky Punky Life","일상의 부조리를 펑크적으로 해결하는 트리오 활극!","9.80  "
"2247","뿌바와 친구들","공감, 에피소드, 철학","8.79  "
"2248","달달한 하루","달달은 훼이크","9.54  "
"2249","루나 온 더 스카이","고등학교 시절의 첫사랑 이야기","9.79  "
"2250","구리의 구리구리","에피소드 유머","9.85  "
"2251","소미무","소년들의 미션은 무엇일까","9.86  "
"2252","바삭바삭한 친구들","과자친구들과 공감하며 웃어주세요:)","9.56  "
"2253","오빠 까는 만화","본격 오빠까는만화.","9.85  "
"2254","카레카레","이민 카툰에세이","9.64  "
"2255","미켈란젤로다빈치","르네상스활극","9.53  "
"2256","나비일기","관찰일기","9.83  "
"2257","메모리즈 레인","그리운 기억의 흔적을 찾는 소녀의 이야기","9.86  "
"2258","사랑후愛","이별 그리고 추억","9.77  "
"2259","싸이클로(순환)","순환의 연속","9.31  "
"2260","동네변호사 조들호","동네 건달? no! 동네 변호사 조들호!","9.37  "
"2261","반마(半魔)","연재중지","9.40  "
"2262","그들의 휴일","A씨의 알바이야기","9.76  "
"2263","사계절 마법소녀","백수가 된 마법소녀","9.80  "
"2264","호밀밭의 하수군","인생의 하수(下手) 지하수(21세)의 뜨거운 성장드라마","9.79  "
"2265","엄마는 고슴도치","두딸을둔엄마의일기","9.52  "
"2266","세상의 아이들","눈에 귀도(鬼道)가 뚫린 남자의 시선너머의 세상 바라보기.","9.80  "
"2267","왕이 산다","판타지 현대 사극","9.81  "
"2268","야오네집","살아가는 이야기","9.78  "
"2269","블링유에의 텔레파시푸시","블링유에의 텔레파시푸시","8.66  "
"2270","뽀짜툰","우리집 똥고양이들을 만나보실래요?","9.85  "
"2271","미녀와 마녀","러브 판타지 액션","9.53  "
"2272","익스플로러","완결을 향해 달려가고 있습니다.","9.72  "
"2273","다시 돌아오는 버스","다시 돌아오는 버스","9.69  "
"2274","홍차 한잔 어때요?","홍차 한잔에 로망을 담아...","9.65  "
"2275","다크서클","잠을 자고싶은 그의 이야기","9.78  "
"2276","전설이었던 사나이 이기평","본격 e-스포츠 만화, 이기평! 최고였던 남자가 다시 돌아온다!","8.73  "
"2277","기프트","기프트","9.84  "
"2278","나의날","한 저승사자와 그의 아버지 이야기","9.83  "
"2279","애플파이","1950년대 오스트리아 청춘들의 이야기","9.64  "
"2280","야화","그림자 이야기","9.79  "
"2281","EVEN","대한민국 유적에서 발견된 비밀의 미라","9.80  "
"2282","학교귀신","귀신 나오는 학교","9.86  "
"2283","플린트 락 머스킷","머스킷시대 수인들의 삶과 전투 그리고 영웅","9.78  "
"2284","독신으로 살겠다","언닌 독신 스똬일~","9.74  "
"2285","아이딜리아","스팀펑크액션","9.48  "
"2286","연우퇴마기","연우와 수호령 현우의 퇴마이야기","9.78  "
"2287","신데렐라를 찾습니다","희동이&초콜릿악마","9.81  "
"2288","워닝사인","소방관이란 호칭을 갖게 된 사람들의 이야기","9.79  "
"2289","탈리시아","성장판타지!","9.64  "
"2290","핑크표범의 야미어트","맛있는 다이어트, 야미어트(yami-et)","9.80  "
"2291","트럼프","리메이크","9.85  "
"2292","도전만화가 변봉","만화배틀웹툰","9.69  "
"2293","언더그라운드","지하철을 타고 다닌다.","9.71  "
"2294","무탄트","돌연변이","9.85  "
"2295","스핑크스에이지","재능을 먹는 짐승들의 이야기","9.85  "
"2296","스펙트럼 분석기","헤어디자이너와 코미디언의 만남.","9.85  "
"2297","될성부른 떡잎","동요서바이벌오디션만화!","9.68  "
"2298","유랑민족","유랑민족의 나라건국기.","9.83  "
"2299","Freeman Lee","자유인","9.74  "
"2300","신단군전","새로운 시작","9.65  "
"2301","스페셜 에이전트 이설","엄마는 비밀요원","9.52  "
"2302","하양하","불쌍한 어떤 사람","9.86  "
"2303","홈스위트홈","무공해 사랑","9.85  "
"2304","실연소녀","완결!","9.88  "
"2305","돼지코","ㅋㅋㅋㅋㅋ","9.64  "
"2306","슷슷","긴 만화","8.99  "
"2307","굿 마이 베리 파파.","그녀를 기억해줘요. 그녀의 이름은 나래.","9.75  "
"2308","LOST ISLAND","그리고 그 곳엔... 아무도 없었다.","9.77  "
"2309","고딩의 사생활","♬","9.85  "
"2310","수호령","접령의 체험!","9.01  "
"2311","카산드라","트로이의 공주 카산드라 이야기","9.75  "
"2312","호랑 호랑이","호랑 호랑이,미야 이야기,인장이,코로코로","9.44  "
"2313","seedling","외로운 소녀, 포기한 소년 그리고 헤매는 어른의 이야기","9.83  "
"2314","초월(超越)","우리들의 시간","9.79  "
"2315","유신기(儒神記)","캐쥬얼사극판타지","9.77  "
"2316","피펨즈(FEFEMZ)","외계인과의 일상예능시트콤!","9.33  "
"2317","블루베리 옹심이","자연식식당 블루베리 옹심이를 중심으로 일어나는 소소하고 소박한 이야기","9.67  "
"2318","댐비야","본격 직장만화!","8.17  "
"2319","시궁쥐구멍","By 임주희(본격 사육 조련 판타지 러브로망)","9.80  "
"2320","추억이 뭉게뭉게","17년전 10살의 천방지축 코알라 일상속으로 고고 고고 !!","9.43  "
"2321","단편 시리즈","이것저것 이야기가 다른 단편들","9.75  "
"2322","백수 (百壽)","직장을 잃은 주인공의 미스터리한 사건으로 펼쳐지는 스토리.","8.75  "
"2323","유 다아 이야기","_","9.84  "
"2324","여름이 끝날 무렵","우와~여름이다~","9.59  "
"2325","맛집남녀","고품격 정통 맛집 만화!","9.63  "
"2326","오늘부터 파릇파릇!","사회성 ZERO! 무엇하나 쉽지 않은 아이들의 친구 만들기.","9.84  "
"2327","원각주","우정과 가족 愛","9.81  "
"2328","우리는 고저스맨!","우리는 고저스맨! 2부","9.58  "
"2329","불라불라","말콩 말콩 웹툰","9.66  "
"2330","트럼프(Trump)","X","9.85  "
"2331","「김네몽's 그림일기」-시즌3.육아일기","시즌3. 육아일기!","9.71  "
"2332","달팽이 일기","졸업, 그리고 여전히 서툰 성장 이야기","9.84  "
"2333","나비가 나타났다","나비,나","9.71  "
"2334","크리스탈 레인져","신감각 스펙타클 액션 히어로즈 대서사시","9.57  "
"2335","세상에서 가장 행복한 고양이","어느 고양이의 파란만장한 동거~","9.86  "
"2336","홍데렐라","현대판 코믹 신데렐라","9.81  "
"2337","힛온","남자가 여자로! 일상판타지","9.85  "
"2338","토닥토닥 그라피티","성인(?)들을 위한 이야기","9.54  "
"2339","The Masque","더 마스크","9.81  "
"2340","비행소년","날라리 만화 아님","9.50  "
"2341","똥끼네","똥끼네 이야기","9.47  "
"2342","드림(DREAM)","새로운 세계로 통하는 문","9.67  "
"2343","시한부 사람","SF표방 로맨스","8.98  "
"2344","뽀거데이","뽀거데이","9.76  "
"2345","광전사령부","밀리터리판타지","9.26  "
"2346","아더월드","때는 전국시대","9.39  "
"2347","희한한 동물이야기","줄여서 희동이.","9.74  "
"2348","터거(turgor)","비정기 자유연재 합니다.","9.38  "
"2349","싸이코","왕따 싸이코","9.75  "
"2350","오늘의 끝에서 내일을 보다","2020년.. 인류에게는 어떤 일이 일어날 것인가.. 커다란 음모속에 휘말리는 여덟명의 이야기","9.69  "
"2351","화니의소금주방","집에서 실천해 봅시다!","9.55  "
"2352","저주상인","저주받은 주술사의 여행.","9.76  "
"2353","아빠를 찾습니다.","돈이없는 백수와 가족이 없는 여학생의 이야기","9.79  "
"2354","금요일","세상에 없던 공포","9.72  "
"2355","네로의 실험실","낯선 이야기들","9.82  "
"2356","조선좀비","그녀를 지켜야한다!","9.80  "
"2357","차원이동전문 환상부동산","판타지 로맨스","9.78  "
"2358","수신기 搜神記","무기한 휴재","9.78  "
"2359","시큼새큼","학원성장로맨스","9.84  "
"2360","그녀는 흡!혈귀","흡혈하는 여자와 흡혈당하는 남자","9.83  "
"2361","신령","여덟개의 방울과 여섯나라의 이야기","9.81  "
"2362","위아더 능력자!","외쳐ㅋㅋ!","9.82  "
"2363","새벽9시","어둠 속에 멈춰버린 시간, 새벽 9시. 오지마을 오왕리의 비밀이 드러난다.","9.79  "
"2364","플라잉 스쿼럴 걸","날다람쥐소녀","9.79  "
"2365","New 생각대로 양파링","본격 무개념 개그 생활 웹툰 생각대로 그림일기","9.44  "
"2366","포션 매니아","약물복용 만화","9.80  "
"2367","달콤한 푸른 별","125세기 외계인이 득실대는 지구에서 벌어지는 서부극","9.79  "
"2368","이 세계의 마법사","현실속 마법사들의 이야기","9.77  "
"2369","LOS","정의로운 사회","9.80  "
"2370","사갈(蛇蝎)","한국형 판타지","9.85  "
"2371","시밝","안녕","9.84  "
"2372","위험한 들개들","해결사들","9.37  "
"2373","베이비시터","Yo! Baby Sitter!!","9.73  "
"2374","마지막나날들","종말속에서","9.72  "
"2375","블로우","블로우로 인해 일어나는 인류의 이야기","9.68  "
"2376","동거","평범한학원물","9.80  "
"2377","GO","GO","9.72  "
"2378","[글레이저]","거울속의나는왼손잡이오 내악수를받을줄모르는-악수를모르는왼손잡이오","9.64  "
"2379","라면이야기","후루룩~ 라면이야기! 배고파진다...","9.54  "
"2380","땅의 기록","민담 판타지","9.78  "
"2381","애정만사","만가지의 사랑이야기...","8.46  "
"2382","궁극 고등학교","엘리트한 학생들이 온다!","9.27  "
"2383","네셔널 지오캠퍼스","동물들의 대학 생활!","9.78  "
"2384","난 누군가 또 여긴 어딘가","옹아리의 모험기","9.63  "
"2385","언노운 - (Unknown)","현자 쟁탈전","8.78  "
"2386","경계 界","진정한 한국형 도시요괴액션판타지!!","9.66  "
"2387","사우나토크","사각의 사우나 안에서 다섯 남자가 말하는 뻘소리","9.68  "
"2388","요괴의 순정만화","요괴의 순정","9.58  "
"2389","초딩생활","초딩생활","9.75  "
"2390","일상공포","무심코 지나쳤던 일들이 나 혹은 다른 사람에게 무서운 일 일수도 있다.","9.32  "
"2391","눈의 여왕","나쁜 남자 벗어나기 프로젝트.","9.61  "
"2392","천연(天緣)","하늘이 만들어준 인연의 시작","9.78  "
"2393","여기까지 살아왔다!","육구가족의 좌충우돌 임신 육아일기입니다","9.16  "
"2394","벨루마포스트","레드메카닉","9.71  "
"2395","슭이로운생활","슭의 매우 소소한 일상이야기","9.66  "
"2396","ONE DAY (원데이)","어느 날, 지구가 망했다. 인간은 죽고, 다시 깨어났다.죽음에서 깨어난 자들은 산자의 절망이 되었다.","9.75  "
"2397","[하마탱] 일편단심 하여가","카툰 시트콤: 하마탱의 일편단심 하여가 www.hamatoon.com","9.56  "
"2398","십이야(十二夜)","정식 연재일 공지","9.79  "
"2399","정씨 남매","정씨남매네 이야기","9.76  "
"2400","레사(lessa)","혼을 먹는 자들과 인간의 이야기","9.79  "
"2401","Natural Born Idiots","선천적 얼간이들","9.79  "
"2402","귀예록","끝나버린 인연을 자르는 자. 어느 귀백의 이야기.","9.79  "
"2403","고렘 소환사","SF환탄지 스토리","8.96  "
"2404","「 사랑中.. 」","준서랑 연이랑 알콩달콩","9.77  "
"2405","여름소년","동화같은 사랑이야기","9.62  "
"2406","소똥","계동리에 사는 억순이의 이야기","9.39  "
"2407","더 게임","밀실게임 가위바위보","9.70  "
"2408","은희공방","공감이야기","9.41  "
"2409","창공의 벨로보그","SF 배틀 액션","9.70  "
"2410","낭만 house","그럼에도 우리는 이곳에 모였다.","9.75  "
"2411","콤플렉스","그들&당신의 이야기","9.79  "
"2412","햄스케치","햄스케치","9.33  "
"2413","리치+리치","리치가된 만화가","9.78  "
"2414","모두에게 완자가","동성애 일상툰","9.72  "
"2415","능능","여캐와 남캐 비율을 5:5로 맞추고 싶은 만화","9.78  "
"2416","망고맘보","당신의 메마른 인성을 촉촉히 적셔줄 유쾌 상쾌 휴머니즘 코믹스 망고맘보","9.75  "
"2417","인디뽀뽀요","슈슈네 가족이 전하는 따뜻한 사랑이야기.","9.59  "
"2418","MASQUE","추리스릴러 마스크","9.76  "
"2419","라이트닝 플로우","능력자싸움","9.60  "
"2420","The Hole","the hole","9.77  "
"2421","하리랑에그타르트","빵집노예","9.90  "
"2422","사랑사랑사랑","사랑에 웃고 사랑에 울고...그래도 사랑을 한다.","9.84  "
"2423","The R.R.H","빨간모자","9.76  "
"2424","NoNameD","미스테리학원스릴러","9.78  "
"2425","NIHIL DANT","그들의 평범하지 않은 이야기","9.82  "
"2426","기사도","액션스릴러!   강도를 잡아야만 하는 나는 도둑이다!","9.76  "
"2427","5일의 기적","기간은 5일 그 안에 사랑과 돈을 쟁취하라","9.78  "
"2428","알바생생","알바생의 생생한 알바스토리. 실수 많은 시급 4,580원짜리 에피소드 인생!","9.55  "
"2429","코코랄라 육아일기","코코의 랄라라~ 신나는 육아웹툰","9.65  "
"2430","지나툰","지나의 일상이야기","9.46  "
"2431","당신과 나의 귀한 만남","용의 대지를 찾아서 떠나는 이야기","7.77  "
"2432","이리안경점","조금은 특별한","9.78  "
"2433","지박령 브레이크","지박령이 탈옥했다!","9.79  "
"2434","우리동네 세일러문","우리동네 세일러문과 친구들이야기","9.40  "
"2435","방랑 청춘기","세명의 청춘거지들의 일상 들여다보기","9.34  "
"2436","샤이닝걸","전직 마법소녀들이 마법 아줌마로 뭉쳤다?!","9.76  "
"2437","기타맨","기타맨 포츠만이 힘겹게 살아가는 우리를 위로해 준다!!","9.78  "
"2438","향일화","죄송합니다.","9.78  "
"2439","아이들의 권 선생님","어른과 아이.","9.79  "
"2440","아는사람 이야기","소소한 연애담","9.78  "
"2441","지구인","멈춰버린 사람들","9.77  "
"2442","굿바이 엔젤","은근한 스릴러임","9.75  "
"2443","아레나걸스","소녀 검투사 데바의 극한대결!!!","9.74  "
"2444","좀비의 순정","좀비의 순정","9.55  "
"2445","블래비","소울래빗 블래비","9.71  "
"2446","파이브 소울","다중인격소년 이야기","9.62  "
"2447","좀비를 위한 나라는 없다","좀비를 위한 나라는 없다","9.66  "
"2448","둥근해가떴습니다","고기좋은만화","9.77  "
"2449","알타입 프로젝트","상인판타지웹툰","9.39  "
"2450","융's 교육일지","순수한 아이들과 보내는 행복한 시간. 유아교사였을 때의 여러 가지 에피소드입니다.","9.55  "
"2451","마요네즈참조아","마요네즈참조아","9.68  "
"2452","스왓걸스","특수경찰대 [스왓]의 여성들로만 이루어진 스왓걸스의 이야기","9.66  "
"2453","헤라디아","4인 파티의 모험","8.81  "
"2454","My OH","개성만점 학생들의 오케스트라 만들기","9.78  "
"2455","달리자, 콜롬비아!","콜롬비아로 떠나자!","9.78  "
"2456","유피씨의 그림일기","그냥 별거없는 유피 이야기","9.53  "
"2457","소꿉친구","소꿉친구 러브 스토리","9.75  "
"2458","RED STORM","환타지 액션 활극","9.56  "
"2459","인형의주인","천하라는 가상의 대륙을 유랑하는 인형의 유랑기","9.25  "
"2460","스퓨메어:연기처럼 사라지다","연기처럼 사라지다.","9.73  "
"2461","항문미남 랩소디","세상 무엇 보다 아름다운 항문을 가진 남자의 이야기","9.75  "
"2462","미친G (미숙한친구는G구인)","매우평범한개그","9.77  "
"2463","허당견라이푸 새미","아방강아지 새미의 속 빈 생활","8.79  "
"2464","몬스터 삼국지","삼국지 세계에 몬스터가 나타났다.","9.26  "
"2465","트론즈","날개 이야기","9.75  "
"2466","돈까스","돈 못쓰는 남자 & 까다로운 여자의 러브 스토리","9.69  "
"2467","성형애인","그녀가 성형을!?","9.73  "
"2468","[월이의] 언니다님의 살빠지는 세상","20만 네티즌 트레이너와 함께하는 언니의 다이어트 프로젝트!!!!","9.71  "
"2469","데스티니","안죽어요","9.81  "
"2470","코스튬 플레이어 - 란","다른 누구보다 캐릭터 소화력이 뛰어난 '하소연'이 코스튬 플레이를 하면서 겪는 좌충우돌 팡팡 튀는 이야기~!","9.76  "
"2471","위로","취하여라. 술에건, 시에건, 그 무엇에건 다만 취하여라.","9.69  "
"2472","올리브스쿨(Olive school)","판타지 학원라이프.","9.77  "
"2473","옐로우","음악을 사랑하는 사람들의 이야기.","9.74  "
"2474","아수라연","무술학당, 그곳의 인연.","9.75  "
"2475","오늘도 풀때기","오늘도 풀때기","9.68  "
"2476","라이징패스트볼","고교야구만화!","9.59  "
"2477","나공댁","저의 소소한 일상입니다.즐겁게 봐주세요 ㅋㅋ^___^","9.66  "
"2478","즉석 야구부!","야구부 꼭 살릴꺼야!","9.49  "
"2479","더 나이팅게일","의문의 남자에게 파괴당한 나이팅게일 숲. 그곳에서 도망친 렌 카이엔의 복수를 위한 성장 모험기.","9.73  "
"2480","3MAN","사고뭉치은행강도","9.58  "
"2481","바람이 머무는 난","소녀와 용","9.78  "
"2482","유니섹스 (UNISEX)","성 정체성의 고민을 겪는 10대 청소년들의 성장드라마","9.77  "
"2483","계란후라이","자취생활3년. 밥은 먹고 다니냐?","9.65  "
"2484","낭만두더지 나두","너는사랑을알아?","9.52  "
"2485","HOLE","판타지 성장 만화","9.76  "
"2486","모니?모니!","모니모니와 함께 별난 판타지 여행을 떠나보아요.","9.21  "
"2487","쓰리","저희 쓰리는 고객님이 원하는 물건, 그 어떤 것이든 싹\\\\\\'쓸이\\\\\\'해드립니다~♡","9.59  "
"2488","톰캣!","짐승들의 씐나는★ 스쿨라이프(?)","9.76  "
"2489","카오스어택","막장히어로개그물","9.76  "
"2490","김복길의 blah blah","김복길의 블라블라입니다.","9.50  "
"2491","AiMer[에이머]","SF 청춘영웅물!","9.72  "
"2492","오리지날 트랙 1","로맨스 스릴러.","9.67  "
"2493","허브향기좋은날?SF","행복의 향기","9.76  "
"2494","파르카이","판타지 드라마","9.80  "
"2495","씨티라이프","그녀의 씨티라이프","9.25  "
"2496","지호의 기묘한 원룸","평범한 4컷 만화","9.64  "
"2497","둘만의 이야기","일년전 헤어진 그를 다시 만나다","9.77  "
"2498","헬퍼","△연재공지△","9.76  "
"2499","CORE","완벽한 실패작","9.66  "
"2500","언더시티","가상현실게임만화","9.66  "
"2501","커피중독자","comics diary ♡","9.39  "
"2502","이런 영웅은 싫어","히어로만화가 맞으려나","9.78  "
"2503","꽃밭에솔","꽃밭에솔","9.78  "
"2504","격투기특성화사립고교 -극지고-","극지고","9.75  "
"2505","천년구미호","천년구미호","9.78  "
"2506","문댕댕의 Day by day","도도한 레이디의 평범한 하루하루","9.76  "
"2507","문아(問我)","동양의학 드라마","9.77  "
"2508","Cheap An' Nasty","하류인생","9.74  "
"2509","더 호러스(The Horrors)","두치와 뿌꾸패러디","9.70  "
"2510","언제나! 별난하루","어린이집 일상만화","9.50  "
"2511","Ah!저이야기","연재중단.","9.74  "
"2512","달리기","꿈이 없는 사람들을 위한 이야기","9.79  "
"2513","빨간봉투","쉽게 돈을 벌 수 있는 대신 소중한 뭔가를 포기해야 한다면?","9.54  "
"2514","눈이 초롱초롱 반짝반짝♥","개그만화","9.20  "
"2515","GEMMA . 젬마","　","9.75  "
"2516","천원일기","이런 천마계로 괜찮은가","9.70  "
"2517","외눈박이 물고기","황태우","9.74  "
"2518","비스캣","Viscat","9.64  "
"2519","푸른피의소년","장편 판타지","9.33  "
"2520","심심한 마왕","할일 없는 마왕의 심심한 일상","9.76  "
"2521","얼룩말","백수 한세태가 우연히 새 룸메를 맞이하며 겪는 이야기.","9.76  "
"2522","이단세","가족 학원물","9.79  "
"2523","카일룸","악마에 대항해 싸우는 성인(聖人)들의 모험이야기.","9.61  "
"2524","키스 마이 라이프(Kiss My Life)","한 소녀가 자신에 대해 알아가는 성장만화","9.79  "
"2525","딩스&뚱스","미국에 간 딩스와 뚱스","9.54  "
"2526","아이란건","초콜릿을 너무나 좋아하는 아이의 좌충우돌 초콜릿 사수기!!","9.47  "
"2527","백야(白夜)","TRIPLE 43013","9.65  "
"2528","시골 앤더 시티","소박한 4컷만화","9.73  "
"2529","이사모 괴짜가족","엽기발랄 치아교정 스토리","8.89  "
"2530","도사랜드","도사들이 사는 세상","9.56  "
"2531","타임인조선","철수와 준재의 조선견문록(?!)","9.64  "
"2532","그남자의 '!'","운명의 상대와의 이별, 그리고 벌어지는 기묘한 일들","9.52  "
"2533","완전한 인간","피아노 만화의 탈을 쓴 발달장애 아동 보육 만화.","9.78  "
